"X","twitter_handle","example","user_id","party","label"
1187,"robert_farle","Bis zum 06. Juni 2021 Parlamentarischer Geschäftsführer der AfD-Fraktion Sachsen-Anhalt | Bundestagsabgeordneter für den Wahlkreis Mansfeld",2958611710,"AfD","5 AfD: ökonomisch rechts + autoritär"
1212,"harms_lars","Vorsitzender Südschleswigscher Wählerverband (SSW) im Schleswig-Holsteinischen Landtag - Politik, Nordfriesland, Friesland, Friesisch, Schleswig-Holstein, HSV.",3027936761,"SSW","6 keine Kategorie"
663,"FrankHansel","Geb. in Wiesbaden, aufgewachsen München, s. 1986 Berlin, v. 2013 bis 2023 Landesschatzmeister AfD Berlin, Mitglied AgH Berlin https://t.co/hy2InhMu7f",3326521251,"AfD","5 AfD: ökonomisch rechts + autoritär"
189,"TErndl","MdB CSU | Stv. Vorsitzender Auswärt. Ausschuss | Deputy Chair Foreign Affairs Committee | Sprecher für Internationales & Sicherheit @csu_bt | Stv. Präs. VdRBw",2192588903,"CSU","3 CDU/CSU: ökonomisch neutral + autoritär"
208,"Bayernpartei","🎗Seit 1926 : BESSER FÜR BAYERN .🎗",52725293,"Bayernpartei","6 keine Kategorie"
512,"DrChristinaBaum","von 2016-2021 für die AfD im Landtag BW. Wahlkreis 23, Main-Tauber. Jetzt Bundestagsabgeordnete der AfD. Landesgruppe Baden-Württemberg",955899832325700992,"AfD","5 AfD: ökonomisch rechts + autoritär"
1250,"keineausrede","AfD-MdL aus Thüringen.😀 Sprecher für Wohnungsbau und Verkehr Fraktionschef AfD-Kreistagsfraktion ABG",1363326095,"AfD","5 AfD: ökonomisch rechts + autoritär"
653,"AfDLindemann","Wahlkreis #Marzahn 1 direkt gewonnen, #AFD Fraktion im #AGH, Sprecher für Migration und Remigration, LaVo Mitglied AfD Berlin https://t.co/Zr3aljKX2f",723119080221291008,"AfD","5 AfD: ökonomisch rechts + autoritär"
1507,"brunnersandra1","Bezirksvorsitzende @LinkePankow * MdA 2021-2023",803250600231284992,"DIE LINKE","0 Linke: ökonomisch links + libertär"
652,"ineslinks","Soziale Gerechtigkeit muss auch gelebt werden.",723326711815627008,"DIE LINKE","6 keine Kategorie"
1302,"AndreasWildAfD","Unternehmer, 59, Vorsitzender des Vereins Freunde der Staatsreparatur e.V. und Stv. Vorsitzender des AfD-Bezirksverbandes Steglitz-Zehlendorf.",776076501239634944,"AfD","5 AfD: ökonomisch rechts + autoritär"
1350,"joerg_bern","Berufsschullehrer, Dozent in der Lehrerfortbildung / Fokus: Medieneinsatz, e-learning / Freier Demokrat Aktuell: Mitglied des Landtages von Sachsen-Anhalt",195399331,"FDP","4 FDP: ökonomisch rechts + libertär/autoritär"
613,"Weidenbusch_E","Rechtsanwalt, der die Interessen der Menschen aus dem Landkreis München im Bayerischen Landtag vertritt (CSU)",152206321,"CSU","3 CDU/CSU: ökonomisch neutral + autoritär"
527,"NeseErikli","MdL im Wahlkreis #Konstanz. stv. Fraktionsvorsitzende 🏛 Vorsitzende im Ausschuss für Wissenschaft, Forschung & Kunst. https://t.co/FcAircF8bU",701283276,"Bündnis 90/Die Grünen","6 keine Kategorie"
600,"MaxDeisenhofer","MdL Bayern, Sprecher für Sport, Medien, Digitale & Berufliche Bildung, #Grüne, Kreisrat, Löwenfan, Handballer, Optimist.",555860560,"Bündnis 90/Die Grünen","1 Grüne: ökonomisch neutral + libertär"
1367,"KathrinTarrico1","Geboren wurde ich 1965 in Sachsen-Anhalt, habe Landwirtschaft studiert, war Teil der Friedlichen Revolution 1989 und bin heute mit Herz und Seele Liberale.",1053718732823709952,"FDP","4 FDP: ökonomisch rechts + libertär/autoritär"
1763,"IrisNieland","stellvertretende Vorsitzende der AfD-Fraktion im Landtag Rheinland-Pfalz 🇩🇪",1229322570771290112,"AfD","5 AfD: ökonomisch rechts + autoritär"
1760,"Tamara__Mueller","MdL in RLP - hier privat #Sozialdemokratin #Politik 📌 #Hunsrück #Mosel #Biologin #Molekularbiologie #Neuro🧠 #Klimaschutz 🌍 #Wissenschaft",1212291323281129984,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
529,"SabineWoelfle","Mitglied des Landtags von Baden-Württemberg (2011-2021). Landesvorsitzende des Arbeiter-Samariter-Bund BW & Präsidentin des OBV, Systemische Moderatorin",206837572,"SPD","6 keine Kategorie"
1395,"ThomasDietz_MdB","Deutscher Bundestag ⚒Für unser Erzgebirge im Bundestag⚒ AfD",1117821932,"AfD","5 AfD: ökonomisch rechts + autoritär"
1205,"GeisslerJonas","JU Bezirksvorsitzender | Stadtrat | Kreisrat | #Kronach",3375072608,"CSU","3 CDU/CSU: ökonomisch neutral + autoritär"
132,"DorisAchelwilm","@dorisachelwilm@norden.social",2819278705,"DIE LINKE","6 keine Kategorie"
1211,"linda_lobster","grüne MdB aus Hamburg-Altona für Gesundheit 🩺, Verbraucher*innenschutz 🛒, Gleichstellung. Plus: Langstreckenläuferin🏃🏻‍♀️, Hummer-Sammlerin 🦞, Mutter 👩‍👧",796076739622290944,"Bündnis 90/Die Grünen","1 Grüne: ökonomisch neutral + libertär"
1220,"MalteKaufmann","Mitglied des Deutschen Bundestages | Unternehmer | Dipl.-Volkswirt | Vorstand AfD HD | Obmann der AfD-Fraktion im Wirtschaftsausschuss",97530120,"AfD","5 AfD: ökonomisch rechts + autoritär"
179,"TobiasMPeterka","▫ Diplom-Jurist, Wirtschaftsjurist (Univ. Bayreuth) ▫ Mitglied des Bundestages ▫ Rechtsausschuss ▫ Bezirksvorsitzender AfD Oberfranken 🇩🇪",2296102620,"AfD","5 AfD: ökonomisch rechts + autoritär"
1327,"GruenerWinkler","(he/him) Mitglied des Landtages RLP, Vorsitzender des Gesundheitsausschusses, Mitgl. im Kulturausschuss , MdB 2002-2013",1238852561220059904,"Bündnis 90/Die Grünen","6 keine Kategorie"
77,"Brehm_inNBGNord","Direkt gewählter Abgeordneter im Wahlkreis Nürnberg-Nord | Finanz- und haushaltspolitischer Sprecher der CSU im Deutschen Bundestag | Mitglied im CSU-Präsidium",902302932257293056,"CSU","3 CDU/CSU: ökonomisch neutral + autoritär"
722,"AndreasKalbitz","Das offizielle Twitter-Profil des Abgeordneten der AfD-Fraktion im Landtag Brandenburg.",969192366722028032,"AfD","5 AfD: ökonomisch rechts + autoritär"
521,"FabianGramling","🇩🇪 Bundestagsabgeordneter @cdu 🗂🦸 #Versorgungssicherheit 🔋 #Kreislauf ♻️ #Innovation 🚀 & Games 🎮 @vfb ⚪️🔴 Impressum 👇",738358276560150528,"CDU","3 CDU/CSU: ökonomisch neutral + autoritär"
