,user,profile
1684,LischkaB,Notar und ehem. Bundestagsabgeordneter aus Magdeburg. Damals Innen- u. rechtspolit. Sprecher @spdbt. 2016-2020 Landesvorsitzender @SPD_LSA Staatssekretär a.D.
1685,BurkertMartin,stellv. Vorsitzender Eisenbahn- und Verkehrsgewerkschaft (EVG); ehem. Mitglied des Deutschen Bundestages für die SPD (2005-01/2020)
1686,jimmyschulz,"Vorsitzender #BTADA, MdB, Mitglied im Fraktionsvorstand @FDPBT, Präsidium ISOC DE, stellv. Vorsitzender @loadev"
1687,FBsirske,Mitglied des 20. deutschen Bundestages; Gewerkschafter. Für Klimaschutz und Solidarität.
1688,HenningOtteMdB,"stellv. Vorsitzender des Verteidigungsausschusses,
Sprecher für ländlichen Raum der 
CDU/CSU-Bundestagsfraktion,
Bundesmitgliederbeauftragter der @CDU"
1689,TakisMehmetAli,"Deutsch-Grieche, Bundestagsabgeordneter (SPD) im WK Lörrach-Müllheim. Für dich im Ausschuss für Arbeit und Soziales. Teilhabepolitischer Sprecher 🏳️‍🌈"
1690,TinaWinklmann,gelernte Verfahrensmechanikerin.  Bundestagsabgeordnete. sportpolitische Sprecherin @gruenebundestag. Mitglied im Ausschuss für Arbeit & Soziales.
1691,JoachimWundrak,"Generalleutnant a. D., Stv. Vorsitzender im Arbeitskreis #Außenpolitik, Mitglied im Arbeitskreis #Verteidigung, Wahlkreis Friesland-#Wilhelmshaven-Wittmund"
1692,ElisabethWinke4,"Vorsitzende des Rechtsausschusses des Deutschen Bundestags, MdB für den Rhein-Sieg-Kreis I, Mitglied der @cducsubt, Richterin"
1693,ZandaMartens,Eure Abgeordnete im Bundestag für den Wahlkreis Düsseldorf Nord in NRW. Mitglied der @spdduesseldorf und der @spdbt 🌹🤝
1694,ingoschaeferspd,"💪 direkt gewählter SPD-Bundestagsabgeordneter | 🚒 Feuerwehrmann | 💼 stv. Vorsitzender SPD Solingen | ❤️ Remscheid, Solingen, Wuppertal Cronenberg & Ronsdorf"
1695,BHerrmann_,"Mitglied des Bundestages (MdB) | @GrueneBundestag | Ausschuss Klimaschutz und Energie | Dipl.-Wasserbauingenieur, Planer | #wk163 #Südwestsachsen #Bürgerenergie"
1696,ArianeFaescher,Direkt gewählte Abgeordnete für OHV-HVL (WK 58) zur BTW 21‘ für Dich. für morgen. jetzt. 📧
1697,CarstenKoerber,𝐌𝐢𝐭𝐠𝐥𝐢𝐞𝐝 𝐝𝐞𝐬 𝐃𝐞𝐮𝐭𝐬𝐜𝐡𝐞𝐧 𝐁𝐮𝐧𝐝𝐞𝐬𝐭𝐚𝐠𝐞𝐬 Vorsitzender der CDU-Landesgruppe Sachsen
1698,SimonaMdB,MdB für Märkisch-Oderland und Barnim Süd | Mitglied in den Ausschüssen Inneres und Heimat + Kultur + Medien | stellv. Sprecherin für Kultur + Medien | @spdde
1699,SimonaMdB,MdB für Märkisch-Oderland und Barnim Süd | Mitglied in den Ausschüssen Inneres und Heimat + Kultur + Medien | stellv. Sprecherin für Kultur + Medien | @spdde
1700,MarkusReichelDD,Bundestagsabgeordneter für Dresden 💛@cducsubt // Arbeitsmarkt-und Digitalpolitik
1701,joergnurnberger,"Dies ist der offizielle Account von Jörg Nürnberger, Mitglied des Deutschen Bundestags (SPD-Bundestagsfraktion)"
1702,HierlSusanne,"Dies ist der offizielle Account von Susanne Hierl, MdB (CSU)."
1703,PhilippiSpd,"Niedersächsischer Minister für Soziales, Arbeit, Gesundheit und Gleichstellung  | Vorsitzender SPD-Unterbezirk Göttingen"
1704,JensPeick,"Sozi 🌹 Kampfsportler 🥋 Gitarrist 🎸
Mitglied des Bundestages - Wahlkreis Dortmund I"
1705,HenningRehbaum,Münsterländer 🙋‍♂️ | MdB | #CDUCSU-FraktionBundestag | #KreisWAF | #mobilitaet #klimaschutz| #wirtschaft |#OEPNV | Tubist | #NoAfD
1706,HenningRehbaum,Münsterländer 🙋‍♂️ | MdB | #CDUCSU-FraktionBundestag | #KreisWAF | #mobilitaet #klimaschutz| #wirtschaft |#OEPNV | Tubist | #NoAfD
1707,BreherSilvia,"Politikerin. Mama. Stellvertr. Vors. CDU Deutschland, Bundestagsabgeordnete Oldenburger Münsterland. Echtes Landkind. Heimatliebe. Kann uk Platt verstaohn. Moin"
1708,EnglhardtKopf,Flexible
1709,NHeselhaus,"MdB der @spdbt für Borken II, NRW; Finanzen, Verbraucherschutz, Bürgerschaftliches Engagement"
1710,BernhardDaldrup,"Ich bin SPD Bundestagsabgeordneter (Kreis Warendorf), Mitglied im Finanzausschuss und Sprecher für Bauen, Wohnen, Stadtentwicklung und Kommunen."
1711,Hannes_Gnauck,Bundestagsabgeordneter aus der Uckermark | Mitglied des Verteidigungsausschusses für die @AfDimBundestag | Bundesvorsitzender der @JA_Deutschland
1712,MdbMuller,Mitglied des Bundestages | CDU Braunschweig | Obmann der CDU/CSU im Rechtsausschuss | stellv. Vorsitzender der Landesgruppe Niedersachsen
1713,BengtBergt,SPD Bundestagsfraktion | stellv. Sprecher f. Klima & Energie | AfA Vorsitzender Schleswig-Holstein | Erdgas | Windenergie | Netzausbau | vegan
1714,NAltenkamp,"ℴ CDU Politiker
ℴ Mitglied des Kreistages Main-Taunus
ℴ MdB Wahlkreis 181 ━ Main-Taunus"
1715,ArmandZorn,✖️Mitglied des Deutschen Bundestages ✖️Finanzen & Digitales✖️Ein Herz für Fußball & soziale Gerechtigkeit
1716,AloisRainer,"Vorsitzender des Finanzausschusses im Deutschen Bundestag
@cducsubt
MdB WK #StraubingBogen #Gäuboden und #Regen #Arberland"
1717,stefan_seidler,Der vom SSW @Bundestag für den hohen Norden • Minderheiten • Küstenschutz • Verkehr • Regionalität • Ostseekooperation • Davor: 🇩🇰🇩🇪🇪🇺Koordinator @land_sh
1718,m_schieder,"MdB aus Schwandorf-Cham (SPD), Parlamentarische Geschäftsführerin @spdbt, Vorsitzende @BayernSPD_LG, Kultur & Medien."
1719,RainerSemet,MdB für Pforzheim/Enzkreis | Auswärtiges und Bauen und Wohnen für die @fdpbt | Kommunalpolitischer Sprecher @fdpbt I 🗽
1720,jessi_rosenthal,"Bundesvorsitzende @jusos I Vorsitzende der @spdbonn l Bundestagsabgeordnete für die SPD in Bonn, NRW | Lehrerin I Bonnverliebt"
1721,zoe_gruene,🌻 Direkt gewählte Bundestagsabgeordnete für Karlsruhe👩‍🎓 Dr.-Ing. ✊ Für #klimaschutz #tierschutz #tierrechte #zusammenhalt 🌱💪 plant powered 🍀 Zoe+Team
1722,HarzerUlrike,Abgeordnete @fdpbt im @Bundestag • Vorsitzende @FDP_Erzgebirge • kooptiertes Landesvorstandsmitglied @fdpsachsen
1723,ReemAlabali,MdB Schwerin & Westmecklenburg | Staatsministerin - Beauftragte für @IntegrationBund & Antirassismus-Beauftragte | Sozialdemokratin
1724,ArminSchwarz,Bundestagsabgeordneter im Wahlkreis 167 Waldeck
1725,ArminSchwarz,Bundestagsabgeordneter im Wahlkreis 167 Waldeck
1726,BettinaLugk,MdB für den Märkischen Kreis ll / Mitglied im Sportausschuss l Mitglied im Auswärtigen Ausschuss l stellv. Mitglied im Ausschuss für wirts. Zusammenarbeit
1727,Hoffmann_MdB,"MdB, Innenpolitischer Sprecher der CSU im Bundestag I #CSU I #Miltenberg #MainSpessart"
1728,AnnaLuehrmann,🇪🇺 - Staatsministerin im Auswärtigen Amt * MdB für Rheingau-Taunus – Limburg * Bündnis 90/Die Grünen (@gruenebundestag) * Persönlicher Kanal
1729,Kthrn_Mchl_SPD,Bundestagsabgeordnete im Kreis Bautzen | Vorsitzende der @spdsachsen gemeinsam mit @henninghomann. Hier twittern ich (KM) und mein Team (TM)
1730,kassem_ts,MdB | MP of German Bundestag @GrueneBundestag 🌻 Dipl. Bauingenieur l Alumnus @tudresden_de @boell_stiftung @startstiftung | @bnbundestag
1731,GuntherKrichba3,Europapolitischer Sprecher der #cducsu Fraktion des Deutschen Bundestags
1732,gadechens,MdB 🇩🇪 | CDU| Ostholstein/Stormarn-Nord | Haushaltsausschuss Epl. Verteidigung | Berufssoldat a.D. MARINE
1733,FechnerJohannes,MdB I SPD I Parlamentarischer Geschäftsführer und Justiziar der SPD-Bundestagsfraktion I Emmendingen-Lahr I
1734,Mike_Moncsek,"#Bundestagsabgeordneter | #Volkspolitiker | Vorstand #AfD Mittelsachsen | Mitglied Kreistag Mittelsachsen | Gemeinderat Oberschöna #Erzgebirge, Glück Auf! 🇩🇪"
1735,HanSteinmueller,🌻 Grüne Bundestagsabgeordnete für Berlin-Mitte | 🌆 Für bezahlbares & sicheres Wohnen | 🌳 Für nachhaltige & soziale Städte (sie/she)
1736,SwantjeMichael1,MdB #Bündnis90/DieGrünen🌻 | Mother of 3 ☘️ | Mobilität 🚲👣 & Feminismus 💪🏻 | sie/ihr | *337ppm
1737,AnneSpallek,MdB @GrueneBundestag #NRW/ Ländliche Räume & Lebensmittelhandwerk/ Leiterin eines landwirtschaftl. Pferdebetriebes/ Unternehmensberaterin/ Promotion Mathematik
1738,AwetTesfaiesus,moving to mastodon: @awet@cultur.social   Rechtsanwältin | Bundestagsabgeordnete Sie/ihr 🌻⚖️✊🏾
1739,JanPlobner,Bundestagsabgeordneter der @spdbt für den Wahlkreis Roth (246) | Sogenannter Experte für 🚅🚌🚲 und 🏳️‍🌈🏳️‍⚧️
1740,Chr_Sauter,Kanal des lippischen Bundestagsabgeordneten Christian Sauter. Mitglied im Verteidigungsausschuss. @fdpbt Team-Tweets: (TS)
1741,J_Pahlke,Mitglied des Bundestages @Die_Gruenen /Flucht- + Migrationspolitik / Wahlkreis Unterems / Vorher: Seenotretter
1742,emiliafester,Abgeordnete im deutschen Bundestag (@GrueneBundestag) 💚 Pronomen: sie/ihr
1743,alexmuellerfdp,Verteidigungspolitischer Sprecher der @fdpbt | Obmann im Verteidigungsausschuss 🎗 | Dipl.-Informatiker | Reservist @cirbw 🖱️
1744,HuberMdB,"#Bundestag, Vorsitzender Kinderkommission a.D."
1745,RainerKellerWES,"Direkt gewählter Bundestagsabgeordneter der SPD für den Wahlkreis Wesel I.
https://t.co/UvfnAais8R"
1746,FHoppermann,MdB für HH-Wandsbek 🏛 - Landesvorsitzende FU Hamburg 🙋🏻‍♀️ - Beisitzerin im CDU Bundesvorstand 🇩🇪🇪🇺
1747,kristine_lutke,Sucht- und drogenpolitische Sprecherin @fdpbt | Pflegeunternehmerin | Gesundheitsausschuss | Schatzmeisterin @fdpbay | #legalizeit 🚀🥦💛
1748,KlausWiener,"MdB, CDU, Anhänger einer sozialen/nachhaltigen Marktwirtschaft. Christliches Menschenbild. Motto hier: Don‘t listen to what I say. Listen to what I mean!"
1749,Bruno_Hoenel,Bundestagsabgeordneter für den Wahlkreis #Lübeck | Im Bundestag: Haushalt & Finanzen | Mitglied Lübecker Bürgerschaft | Parteirat @Gruene_SH | Psychologe MSc
1750,KayUweZiegler71,"MdB Obmann im Gesundheitsausschuss, Kreistag Anhalt-Bitterfeld, Stadtrat Bitterfeld-Wolfen, GF, Textilhandel seit 1990"
1751,yooHannes,🏛️ MdB @Die_Gruenen im Gesundheitsausschuss |🚑 Kinderarzt in Weiterbildung |🚲 Fan von Fahrrädern & evidenzbasierter Medizin | #Klimakrise = #Gesundheitskrise
1752,AtesGuerpinar,"Stellvertretender Parteivorsitzender DIE LINKE
MdB, Sprecher für Krankenhaus- & Pflegepolitik und Drogenpolitik
@linksfraktion"
1753,alexander_throm,"Direkt gewählter Bundestagsabgeordneter für den Wahlkreis Heilbronn (267). Innenausschuss, Innenpolitischer Sprecher der @cducsubt"
1754,christian_leye,Mitglied des Bundestages | Wirtschaftspolitischer Sprecher @linksfraktion 🚩 | Mitglied Wirtschaftsausschuss | Sprecher Landesgruppe NRW | Wahlkreis Duisburg
1755,chantal_kopf,Direkt gewählte MdB Wahlkreis Freiburg | Europapolitische Sprecherin 🇪🇺 @gruenebundestag | EU- und Wirtschaftsausschuss | 🇩🇪🇫🇷 Parl. Versammlung
1756,philipphartewig,Mitglied des Bundestages 🙋🏻‍♂️ Sportpolitischer Sprecher @fdpbt 🎾🚴‍♀️🎯 Generalsekretär @fdpsachsen 💛
1757,edgar_naujok,"Bundestagsabgeordneter, Stadtrat Markranstädt und Kreisvorsitzender im Landkreis Leipzig."
1758,HumpferMarkus,SPD-Bundestagsabgeordneter für Schweinfurt und Kitzingen
1759,IsabelMackensen,"Mitglied im Deutschen Bundestag 🏛
Mitglied im Ausschuss für Ernährung und Landwirtschaft 🍇🌲🥨"
1760,ChristianHaase6,"Christdemokrat | MdB | 
Haushaltspolitischer Sprecher @cducsubt |
Bundesvorsitzender @Bundes_KPV

Hier twittern Christian Haase (CH) und 
sein Team (tCH)"
1761,Kiessling_MdB,"Bundestagsabgeordneter, Wahlkreis Starnberg-Landsberg, #CSU, Mitglied in den Ausschüssen für Umwelt und für Bau, Wohnen, Kommune und Stadtentwicklung"
1762,maxmoerseburg,MdB für Stuttgart | CDU | Obmann für Kultur und Medien | Arbeit und Soziales 🇩🇪🇪🇺
1763,edelhaeusser,Ihr Bürgermeisterkandidat für Roth
1764,ThomasHeilmann,"MdB für Steglitz-Zehlendorf, Klimapolitiker, Vors. der KlimaUnion, Justizsenator a.D., Unternehmer, Autor vom #NEUSTAAT, CDU | Team kommentiert mit /TTH 🇺🇦"
1765,janoschdahmen,MdB @GrueneBundestag. Sprecher #Gesundheitspolitik. Mitglied im #Gesundheitsausschuss. Vorher: Oberarzt der Ärztlichen Leitung des Rettungsdienst Berlin 😷 💚
1766,herr_emmerich,🏛Mitglied des Bundestags für Ulm & Alb-Donau. Obmann im Innenausschuss und Mitglied im Sportausschuss für @gruenebundestag. 🌻Parteirat @gruenebw. ⚽️@VfB-Fan.
1767,Philipp_Amthor,"Mitglied des deutschen Bundestages (CDU). Wahlkreis 16 (Mecklenburgische Seenplatte I - Vorpommern-Greifswald II)
+++Fanseite+++"
1768,junomaerz,antifacist & intersectional feminist // cities for all 🌿 // re-elected MPP in Berlin // previously @germanyincanada // tweets deutsch + english // 030 ✊
1769,kliche_behnke,🏛 Landtagsabgeordnete @spdlandtagbw 🌹 Stellv. Vorsitzende @spdbawue 🏫 Stadträtin in Tübingen 🤱🏻 Vorsitzende FBS und Mama von 3 Kindern ⛪️ Kirche
1770,thekla_walker,"🌻 Ministerin für Umwelt, Klima und Energiewirtschaft @UmweltBW
📍 Landtagsabgeordnete für den Wahlkreis Böblingen @FraktionGruenBW"
1771,RuedigerKlos,2016 AfD-Landtags-Direktmandat Mannheim I (Wahlkreis 35). 2021 im Wahlkreis 55 Tuttlingen-Donaueschingen wieder in den Landtag gewählt.
1772,balzer_dr,"Landtagsabgeordneter der AfD aus Bad Schönborn, für den Wahlkreis 29. Seit 2016 im Landtag von Baden-Württemberg."
1773,weinmann_nico,"Abgeordneter der FDP im Landtag BW, Sprecher für #Recht, #Medien und #Bevölkerungsschutz, Fraktionsvorsitzender im Gemeinderat #Heilbronn"
1774,DanielBornMdL,"Vizepräsident des Landtags von Baden-Württemberg. Wahlkreisabgeordneter für Hockenheim, Schwetzingen und Region. Vorsitzender SPD-Kreisverband Rhein-Neckar."
1775,patrickrappmdl,"Mitglied des Landtags von Baden-Württemberg - Staatssekretär im Ministerium für Wirtschaft, Arbeit und Tourismus - Wahlkreis Breisgau"
1776,NataliePfau1,"promovierte Politologin, Wissenschaftliche Mitarbeiterin am Fraunhofer IAO, Projektleitung Morgenstadt"
1777,ErnstKopp,Bürgermeister Mitglied des Landtages von Baden-Württemberg SPD-Bürgerbüro Kapellenstraße 17 76437 Rastatt
1778,jonasweber,Mitglied des Landtags von Baden-Württemberg #spd
1779,elmarhayn,"MdL Bayern & Sprecher für Fragen des Öffentlichen Dienstes 🌻Klimaschützer, Kaufmann und Kämpfer für bezahlbaren Wohnraum"
1780,KWansner,"Mitglied des Abgeordnetenhauses von Berlin (CDU)
für den Bezirk Friedrichshain-Kreuzberg"
1781,Fuer_immer_Juli,"💚-Mitglied des @AGH_Berlin für P-Berg/Weißensee
'Fight for the things you care about but do it in a way that will lead others to join.'
Insta: juli.schnei"
1782,Foerster_Chris,Mitglied des Abgeordnetenhauses von Berlin | Sprecher für Digitalisierung u Datenschutz |Vorsitzender der CDU Britz | Stellv. Kreisvorsitzender der CDU Neukölln
1783,AMohrenberg,Abgeordneter @buergerschaftHH | stellv Vorsitzender @spdhh | macht was fürs Klima
1784,Boris_Rhein,Hessischer Ministerpräsident @RegHessen. Hier twittert das Team von Boris Rhein (Red). https://t.co/pbBKBouwG4
1785,bijan_kberg,Mastodon: @bijan@hessen.social  MdL Darmstadt-Stadt II |Digitalpolitischer Sprecher der @hessenSPD | Co-Vorsitzender Forum Kunst + Kultur der SPD in Hessen eV
1786,dirk_bamberger,Direkt gewählter Landtagsabgeordneter im Wahlkreis Marburg-Biedenkopf II
1787,stefan_naas_fdp,"Spitzenkandidat der @fdphessen 🚀 Abgeordneter der @fdp_hlt 📣 Sprecher: Wirtschaft, Verkehr, Kultur und mehr 🏛️ Bürgermeister der Stadt #Steinbach a.D."
1788,SauerSchardt,Abgeordnete für den Wahlkreis Limburg-Weilburg | Sprecherin der @fdphlt für Haushalt und Finanzen und Rechtspolitische Sprecherin
1789,ManuelaStrube,Bürgermeisterin der Stadt Baunatal
1790,TaylanBurcuMdL,Abgeordneter im Hessischen Landtag🏛️ aus Frankfurt🏙️ Integrations- und Flüchtlingspolitischer Sprecher der Landtagsfraktion @Gruenehessen 💚🌻🏳️‍🌈
1791,MirjamschmidtM,Mitglied des Hessischen Landtags • BÜNDNIS 90/DIE GRÜNEN 🌻 • Sprecherin für Kunst und Kultur • Mitglied im Europaausschuss • Kunsthistorikerin
1792,NGersberg,"Überzeugte Offenbacherin,  Sozialdemokratin, Mitglied des Hessischen Landtags. Frauenpolitische Sprecherin. Mitglied im ASF Bundesvorstand."
1793,Scholz_AfD,#AfD Hessen stellv. Landessprecher
1794,katywalther1,MdL Bündnis 90 / Die Grünen Hessen
1795,SebEhlers,"PGF der CDU-Landtagsfraktion in M-V, Stadtpräsident der schönsten Landeshauptstadt der Welt, Familienmensch, HSV-Fan und vieles mehr.😀"
1796,davidwulffmdl,Mitglied des Landtages Mecklenburg-Vorpommern | Parl. Geschäftsführer @FDPFraktionMV | Generalsekretär der @FDP_MV | Unternehmer | Rettungsschwimmer
1797,Der_FrederiCo,- MdL in NRW - Vorsitzender (NRW Jusos) a.D. / Für die Jusos im Vorstand der NRWSPD
1798,Tamara__Mueller,MdL in RLP - hier privat #Sozialdemokratin #Politik 📌 #Hunsrück #Mosel #Biologin #Molekularbiologie #Neuro🧠 #Klimaschutz 🌍 #Wissenschaft
1799,Michael_Frisch_,Vorsitzender der AfD Landtagsfraktion in Rheinland-Pfalz
1800,KaWaechter,Landtagsabgeordnete @cdurlp | Steuerberaterin
1801,IrisNieland,stellvertretende Vorsitzende der AfD-Fraktion im Landtag Rheinland-Pfalz 🇩🇪
1802,cws_mainz,Vorsitzende der @FDPFraktionRLP. Hier eher lesend als schreibend unterwegs.
1803,Doris_Ahnen,Staatsministerin und Landtagsabgeordnete
1804,Helge_Schwab,Politiker aus Leidenschaft
1805,MichaelSimonSPD,SPD Landtags-Kandidat für Landkreis Kreuznach
1806,EndersDr,Landrat Kreis Altenkirchen
1807,sippelheiko,"Landrat des Landkreises Alzey-Worms seit 1.1.20, Dipl. Verwaltungswirt (FH); Mitglied des Landtages Rheinland-Pfalz bis 31.12.19"
1808,MarcusKlein,"Jurist, Pfälzer, Landtagsabgeordneter und Beigeordneter in meiner Heimat"
1809,GrimmBenne,"Ministerin für Arbeit, Soziales, Gesundheit und Gleichstellung des Landes Sachsen-Anhalt, twittert hier privat"
1810,ElkeKuch,+++ YOUR IMAGE +++ MY TEAM +++ ONE SPIRIT+++ Marketing + Design + Web + Werbung + Film + Foto + Event IHR ERFOLG IST MEINE LEIDENSCHAFT
1811,SusanSziborra,"Gesundheits-und Krankenpflegerin, Stadträtin in Quedlinburg, Mitglied des Landtages, Räuberinmutter | Tweets vom Team: /cfl"
1812,PraesidentLT_ST,"Präsident des Landtages Sachsen-Anhalt, Präsident DNK @kulturerbe_DNK, STS Kultur a.D., Fan vom Ringheiligtum Pömmelte und #Kultur #wirdgemacht #gibtSinn"
1813,Buchheim1,"Abgeordnete @linksfraktionST im Landtag von Sachsen-Anhalt, Wahlkreis Köthen"
1814,MichaScheffler,Bürgermeister in Höhnstedt
1815,CorneliaKlisch,"Ich bin Ärztin, Mutter und Landtagsabgeordnete der SPD Thüringen. Und ich bin aus ganzem Herzen Erfurterin."
1816,c_herrgott,"Generalsekretär der CDU Thüringen, Mitglied des Thüringer Landtags, Vorsitzender CDU Kreisverband Saale-Orla"
1817,die_meissner,"Stellvertretende Landesvorsitzende CDU Thüringen, seit 2006 Landtagsabgeordnete, Kreistags-und Stadtratsmitglied, Ehrenamtliche Bürgermeisterin Sonneberg"
1818,mdl_schubert,"Mitglied des Thüringer Landtages
Wirtschaftspolitischer Sprecher Fraktion DIE LINKE_Th,
Vorsitzender der Stadtratsfraktion in Gera,Russlandversteher, Radfahrer"
1819,Cotta_AfD,"Bankbetriebswirt
MdL in Thüringen 
Stellv. Fraktionsvorsitzender der @AfD_ThL 
Sprecher für Medienpolitik, Finanzpolitik, Sportschützen und Jagd"
1820,maurer_katja,Kommunalpolitische Sprecherin und stellv. Fraktionsvorsitzende für @linke_thl | Fraktionsvorsitzende @dielinke_erfurt im Stadtrat 🏰
1821,RMMontag,🗽Generalsekretär FDP Thüringen 🤵🏻MdL 👨🏼‍⚕️Gesundheitspolitik 🚑Vorsitzender AG Gesundheit FraVoKo der FDP
1822,lenaguengoer,Abgeordnete @ThuerLandtag @linke_thl II Arbeits- und Gewerkschaftspolitik II Fraktionsvorsitzende @dieLinkeJena II Vorstandsvorsitzende @RLS_Thueringen
1823,UteBergner,"MdL, Mitglied des Thüringer Landtags
Geschäftsführende Gesellschafterin VACOM"
1824,rimuehl,"Polizist und etwas Politiker.
Thüringer Landtag - Innenpolitischer Sprecher und im Stadtrat Erfurt"
1825,OlafScholz,"Bundestagsabgeordneter für den Wahlkreis 61, Sozialdemokrat @spdde, @bundeskanzler. Hier twittert das Team Olaf Scholz."
1826,c_lindner,Bundesminister der Finanzen. Bundesvorsitzender der Freien Demokraten. Es twittern er selbst (CL) und sein Team (TL).
1827,NancyFaeser,Bundesministerin des Innern und für Heimat | Landesvorsitzende SPD Hessen | ❤️
1828,ABaerbock,Offizieller Twitter Account von Außenministerin Annalena Baerbock │ Official Twitter Account of Foreign Minister Annalena Baerbock
1829,MarcoBuschmann,Bundesminister der Justiz • Mitglied des Deutschen Bundestags • Es twittern Marco Buschmann und Team Buschmann (TB)
1830,hubertus_heil,"Bundesminister für Arbeit und Soziales, MdB für den Wahlkreis Gifhorn/Peine. Stellvertretender Vorsitzender der SPD."
1831,cem_oezdemir,Direkt gewählter Bundestagsabgeordneter für Stuttgart & Bundesminister für Ernährung und Landwirtschaft
1832,Karl_Lauterbach,"SPD Bundestagsabgeordneter, Bundesgesundheitsminister, der hier selbst und privat tweetet."
1833,Wissing,"Bundesminister für Digitales und Verkehr, Vorsitzender der FDP Rheinland-Pfalz Impressum: https://t.co/pNKasLMS7j"
1834,Wissing,"Bundesminister für Digitales und Verkehr, Vorsitzender der FDP Rheinland-Pfalz Impressum: https://t.co/pNKasLMS7j"
1835,SteffiLemke,Bundesumweltministerin @BMUV | Mitglied des Deutschen Bundestages (Bündnis 90/Die Grünen) | Paddlerin | Dessau-Rosslau | Hier twittere ich selbst
1836,starkwatzinger,Bundesministerin für Bildung und Forschung • MdB • Landesvorsitzende der FDP Hessen • Bürgerin • Aus vollem Herzen Mutter.
1837,SvenjaSchulze68,"Münsteranerin, Sozialdemokratin, MdB und Bundesministerin für wirtschaftliche Zusammenarbeit und Entwicklung. Das ist mein persönliches Twitter-Profil."
1838,bodoramelow,Mensch
1839,WTiefensee,"Bin in Gera geboren,
in Sachsen aufgewachsen, 
hab' ziemlich lange dort gelebt.
Zurückgekehrt zu meinen Wurzeln und
nun im schönen Thüringen unterwegs."
1840,BenjaminHoff,Father of 3 sons / Minister & Head of State Chancellery @thueringende / @dielinke / my views / RT ≠ endorsements / Not the author of „The Tao of Pooh“ 🇪🇺 🚩✡️
1841,HeikeTaubert,"Thüringer Finanzministerin, Stellv. Ministerpräsidentin a.D.
hier privat"
1842,AnjaSiegesmund,Designierte Präsidentin des @bde_presse und des @kirchentag_de | Ministerin a.D. | Hier privat.
1843,GeorgMaier8,Minister für Inneres und Kommunales des Freistaates Thüringen. Twittert hier privat. RT isn‘t endorsement.
1844,GruenerDirk,"Thüringer, Erfurter, Outdoor und Laufen (Minister für Migration, Justiz und Verbraucherschutz aD)"
1845,HeikeWernerTH,"Thüringer Ministerin für Arbeit, Soziales, Gesundheit, Frauen und Familie; Mitglied Landesvorstand LINKE Thüringen"
1846,HelmutHolter,"Thüringer Minister für Bildung, Jugend und Sport. Twittert hier privat. RT ist keine Zustimmung."
1847,MalteKrueckels,Thüringer Staatssekretär für Medien und Bevollmächtigter beim Bund | Fotos: Copyright S-WOK/Thomas Pflaum | Tweets vom Pers. Referenten als ST markiert
1848,CIO_Thueringen,Hier twittern Dr. Schubert & sein Team zum #EGovernment in Thüringen. Tweets seines Teams enden mit (TCIO) https://t.co/y5z6iRLMOf
1849,FellerCarsten,"Wirtschaft und Wissenschaft, Sozialdemokrat, Staatssekretär im TMWWDG, hier privat"
1850,valentinakerst,"Staatssekretärin a.D., Digitalisierung, Politik, Lust auf Zukunft"
1851,guterolaf,Umweltstaatssekretär a.D. im Grünen Herzen Deutschlands - hier privat
1852,Torsten_Weil,"hier rein privat unterwegs aber mit Haltung und Standpunkten. geboren im wilden Osten, und heute Pendler zwischen West und Ost."
1853,die_linke_th,Hier twittert das Presse- und Social-Media-Team des Landesverbandes DIE LINKE. Thüringen.
1854,Linke_Thl,DIE LINKE. Fraktion im Thüringer Landtag
1855,SPDThueringen,Hier twittert das Team der Thüringer SPD. Gemeinsam mit unserem Vorsitzenden @GeorgMaier8 kämpfen wir für ein solidarisches #Thüringen!
1856,spdthl,Infos über die Arbeit der 8 Abgeordneten der SPD-Fraktion im Thüringer Landtag - RT ≠ endorsement. #plenumth #spd #thueringen
1857,gruenethl,Unsere MdL: @Astrid_RB @henfling_m @OMueller_Jena @BPfefferlein @laura_wahl_ / https://t.co/BLicoEdM2a / https://t.co/FIaDiGgHMj
1858,Gruene_TH,@Die_Gruenen in Thüringen 💚 🌻 Landessprecher*innen: @green_annsophie & @_MaxReschke Landtagsfraktion: @gruenethl Impressum: https://t.co/zb7r2eNRtS
1859,cdu_thueringen,Die @cdu_thueringen ist die #Volkspartei in Thüringen. @MarioVoigt ist unser Landesvorsitzender und @c_herrgott unser Generalsekretär.
1860,cdu_fraktion_th,HEIMAT. LAND. THÜRINGEN. | Politik aus dem Thüringer Landtag | Vorsitzender @mariovoigt
1861,AfD_Thueringen,Twitteraccount des Landesverbandes Thüringen der Alternative für Deutschland (#AfD) | Facebook: https://t.co/BricD2hGeF
1862,fdp_thueringen,"Neuigkeiten und Updates rund um die Politik der FDP Thüringen und alles, was die Liberalen bewegt."
1863,SozialesTH,"Hier twittert das Team der Pressestelle des Thüringer Ministeriums für Arbeit, Soziales, Gesundheit, Frauen u. Familie | https://t.co/BpwdH9zTjp"
1864,UmweltTH,"Thüringer Ministerium für Umwelt, Energie und Naturschutz // hier twittert die Pressestelle // Impressum: https://t.co/BkuymH6YJL"
1865,TMIKThueringen,Hier twittert das Presseteam des Thüringer Ministeriums für Inneres und Kommunales. Kontakt: presse@tmik.thueringen.de
